Username;Comment;Target
;N_Target mau periksa apa lagi Bahkan BPK yg audit pak ahok aja uda TERCYDUKK maling teriak maling;['rizalarba33']
;N_Target kasian juga bibib ga pulang;['rizqi_amsaina11']
;N_Target kalo mau komen yang berilmu Kalo belum paham tanya kalo nggak tau apa dan nggak mau tau mending diem biar nggak malu in diri sendiri coba deh lu baca komen gw dan lu kaji komen lo terhadap kome;['theosenpaiii']
;N_Target wkwk Bang kalo baca tuh sambil di cermati jangan setengah bacanya coba deh baca dari awal Kok yang sekolahnya gapernah melamun untuk mengkaji kata gitu;['theosenpaiii']
;N_Target mungkin lagi ngemut asem;['tutty_three78']
;N_Target yg banjir kota bandung apa kabupaten mas;['y626299']
;N_Target pak ahok bukan pak Jokowi itu kan program Ahok;['yudistirahtm']
;N_Target jangan cuma pandang agamanya saja ini politik bro;['zahrul_fuadi94']
;aa kalo ga ada hub nya ama pilkada dki mah ogah urusin keles;['None']
;Aa lg menikahkan anak gadisnya min Sibuk kayaknya;['None']
;Aa lgi sibuk ngurus anaknya mau nikah min;['None']
;Abang Kurikulum Sekolah dasar kita itu udah di putar balik kan fakta sejarah Masa Juni hari lahir Pancasila gak di titik beratin;['None']
;abis ini om telolet di haramin sama sumbu pendek;['None']
;Abis nie yang liat cewek bakal dilaporkan polisi apa apa koq polisi smoga polisi semakin bijak n gak gampang di intervensi sebagian orang;['None']
;Ada kuis nama nama ikan gak tuh Kan lumayan hadiahnya sepedaan bisa buat obat galau jadi gak sibuk mainan twitter;['None']
;Adeuhhh gimana logikanya coba Mas Bima arya walikota Bogor saja sudah sangat kewalahan Koq mundur beberapa blok cara pemikirannya anies Sementara Pa Ahok mengadopsi sistem transportasi massal dari Negara maju;['None']
;Admin N_Target kenapa pas saya search di fb malah gak nongol Apa saya kena block ya;['memehumorpolitik']
;adminnya pro kecebong;['None']
;Ahok kemana yak Kok sepi;['None']
;Ahokers belum move on wkwkwkwk;['None']
;Bang paman seina lama kok mirip yg di tipi itu yaak yg dlu bilang keponakanku;['None']
;Belajar fakta sejarah dari pada mimpi dan hayalan;['None']
;Beliau masuk orng terkaya di indonesia di bawah Umur tahu mantan ketua HIPMI Nasional sebelum terjun ke dunia politik sudah bnyak brkontribusi untuk kemajuan umat dan bangsa Yg nyinyir udh berprestasi dan berbuat apa;['None']
;Belum april mop kan min;['None']
;Belum kelar harusnya murid kalo banjir impian dipimpin sama pemimpin yang dipenjara gimana pak guru guru bikim akun meme humorpolitik;['None']
;Belum sembuh dr truama di najwa;['None']
;Benar jenderal dia terbuat dari emas permata bukan dari tanah katanya;['None']
;Berkat PDIP itu jadi lembaga terkorup;['None']
;delete account min mendingan tapi tetep ya cuitannya nongol di berita haha pindah negara aja yuk minn;['None']
;Demi dewa Odin Thor Loki Dewi antena dan para Saint Seiya saya tidak rela Godzilla datang jadi Saksi;['None']
;di bogor gak ada yg brubah angkot msh ngetem dmana masih macet gak perubahan yg lbh baik;['None']
;Di mulai perang kampanye putaran nonton ahhhhh saling hujatan dan cacian makin edunnnnn telolettt;['None']
;Hahaha belajar mitigasi bencana dulu baru ngericos ttg artinya penyebab banjir dan cara mengatasinya Pemerintah kemaren asala gusur daerah sempadan sungai tanpa solusi konkrit tapi pihak kapitalis atau swasta selalu diberi lahan buat bangun cluster di lu;['None']
;Hehehe keliatan istrinya pak Agus belum bisa masuk dunia politik;['None']
;Hmm Susah ya ternyata ngerti sarkas Byk yg gagal paham;['None']
;hok hok gmn ente gak dibenci berjamaah wong uang masuk orang ente basmi Wakakaka;['None']
;Huahahaha paling ganteng jg x min;['None']
;Imam besar kok gitu;['None']
;Ingat Teman Surat Al Baqarah Ayat Sebagai Berikut Allah Subhanahu wa Taala berfirman Orang orang Yahudi dan Nashrani tidak akan ridha kepadamu hingga kamu mengikuti;['None']
;Inget admin yang sekarang jadi pemimpin dan sekaligus pengusaha dulunya bukan hanya sandiaga lho pemimpin yang diatas juga sebelumnya penguasaha;['None']
;inggeris ingerisan Om hihi;['None']
;ingin saya katakan tidak pada FPI tapi tidak boleh;['None']
;Ini kocak N_Target N_Target N_Target N_Target;['kvtirza', 'hmargarethelena', 'ebriliyanti', 'sallyfebriana']
;Ini koplak puooll mbak N_Target;['macrame_bali']
;Ini miminnya memihak nomor ya Keknya postingannya byk yg nyindir Pak Anies gitu;['None']
;Ini nah photoshop;['None']
;Ini yan plin plan medianya apa siapa;['None']
;Ini Maksud mimin Saya;['None']
;Inilah yg namanya retorika;['None']
;Ira Koesno warbyasah v;['None']
;Itu jangan bawa bawa agama lahh;['None']
;itu kismis;['None']
;Itu sama nyonya memo sblahnya;['None']
;Iya juga ya;['None']
;Iya juga ya malah jadi kutukan;['None']
;Iya kalo ketemu nya sama tukang koar kopar kapir ya min N_Target;['memehumorpolitik']
;Iya udah beruntung cuman yg sekarang banyak gk tay diri gitu mentang mentang gratis wkwk N_Target;['enig_magine']
;jadi maksudnya bayar kontan ngomongnye belibet yeee pegimane sih;['None']
;Jangan mudah percaya sumbernya mana Jangan jadi pembaca tanpa observasi dong Tolong bijak dalam bertindak;['None']
;Jd inget yg KABUR ditanya LISTRIK NAIK wkwk wajar yang lain ngikutin mungkin mengisnpirasi Wkwk;['None']
;jelas google funya mamarika kok ga berani boikot kenafaaa fenistaan terhdaf mamarika;['None']
;Jman dulu pemimpin yg bener juga selalu diolok dan dicari kesalahannya wkwk;['None']
;Kabinet ramping ga jadi Ga bagi jabatan ga jadi dolar ga jadi Beli freeport ga jadi Buy back indosat ga jadi Bagi traktor ga jadi Ga cabut subsidi ga jadi Ga utang luar negeri ga jadi Stop import ga jadi Gunakan akal sehatmu;['None']
;Kalau omfong ngak wisa ngingit fisa hot;['None']
;Kalau pemimpin kerja sama sama rakyatnya gak bakal ada masalah di lingkungnya masalah banjir ayo sama sama gotong royong untuk mengatasinya;['None']
;kalo Mark Zuckerberg tau hasil karyanya difitnah gini dia bakalan terima gak ya kalo enggak gue bakal bilang sama beliau kalo ada warga Indonesia yang nyalahin karyanya;['None']
;Karena fadli zon dan fahri hamzah kena pindak pidana pajak gara keseret kasusny handang yg udh d tangkap dlu an ma petugas kpk;['None']
;Kenapa udh banyak org yg mulai mengira hasil kerja pak anies sandi padahal keduanya pun belum merasakan secara resmi atau bekerja nyata menjadi dki dan dki Presiden aja dinilai kinerjanya setelah jabatannya selesai Berseberangan boleh tapi pakai aka;['None']
;Kl jd wagub pasti korup duit utk balik modal kampanye Apalagi otak pengusaha pasti cari untung Gawat deh kl dia sampe menang;['None']
;Knpa y rata pendukung ahok pake akun palsu buat nge hina Dan mudah di bohongi berita gini;['None']
;Mana berani kl roti mereka boikot krn emang ga sanggup beli sari roti hari makannya gorengan sama singkong lah kl twitter mereka pakai saban hari utk nyebarin hal jorok dan kotor mereka kan seneng yg kotor dan jorok jd mana berani boikot;['None']
;mau nanya kalau rata tps banyakan milih no kenapa hasil quick count nya ahok sama anies beda tipis ya;['None']
;Menghalalkan segala cara kalau kepilih jakarta digadaikan anies;['None']
;Merasa mayoritas dan ingin mendapat lbh makanya org begini ga bakal sukses Tuhan jg tau sifat manusia spt ini contoh bill gates semakin besar semakin berbagi dan semakin merendah seharusnya yg mayoritas berbangga krn negara ini bisa memberi tempat kpd mi;['None']
;Mimiiinnnn kok fp humor politik di fb suka ilang yahh imiinn ngajak main petak upet yaa;['None']
;Min buat dong lucu lucuan perseteruan dua kubu kubu yang atu lagi nonton pertarungan itu sambil tersenyum dapat rejeki kaget;['None']
;Min jgn di bully lg ah dia lebih ksatria dr capres yg kalah dlu lhoo meskipun menang di postmetro jg ga pke sujud syukur lgsung tlp pak Ahok ucap selamat;['None']
;Mungkin baru sebagian yang mau diajak kerjasama;['None']
;mungkin dia lebih suka yang ujungnya gede dan mengkilat;['None']
;ngomong tok coba dipraktekin beramal ga usah bacot muslim tapi mau ngatasin banjir aja kudu jadi gubernur dulu wgwg;['None']
;Ntar rivalnya musuh bebuyutan dari paslon yang kalah di putaran jakarta imajinasi begono;['None']
;Oh mungkin harusnya adu joget lha ini pilkada apa dangdut akademi;['None']
;Oh terimakasih pak anies Sy ikut bangga al xis ditutup;['None']
;Orang jawa barat yang hadir ada yang bisa nyebutin hasil positif apa gt untuk perubahan jawa barat selama hampir tahun ini;['None']
;Orang kurang Telolet mah emang begitu;['None']
;Owh hahahaha tar dikejar ma pepo memo kan repot;['None']
;Penistaan FPI HAHAHA;['None']
;Penjara anjirr no dua wkwkkwkwkw;['None']
;Penyebabnya karena temen gue ngawur tingkat dewa;['None']
;Piye jal sahabat Hanif N_Target N_Target N_Target;['pmiipancasilabrawijaya', 'pmiibrawijaya', 'pmiifisipunej']
;Pizza mungkin asalnya italy Tp warungnya dibangun di Amerika;['None']
;Politik mah gitu ya emang bunglon Karna ga ada musuh pun teman yg abadi Kepentingan yg abadi;['None']
;Posting lagi dong N_Target;['memehumorpolitik']
;Produk kafir keren lhohh kamu pikir instagraman pake android produk siapa;['None']
;Raja Kerajaan Demak pertama konon bernama Han Boen berganti nama menjadi Raden Patah oleh sebab itu masjid di Nusantara memiliki Bedug yg berasal dr budaya Tiongkok Berbagai alkulturasi budaya lainnya seperti tradisi Warak Ngendok Singa Barong di Jawa d;['None']
;rakyat ndasmu;['None']
;Rakyat tunggu penjelasan di debat nanti mengapa berubah ubah Kalo akui salah akan dpt jempol seperti ketika prabowo di debat dulu akui jokowi punya ide program yang bagus;['None']
;Rizieq sehat;['None']
;Sampah hahahah takut ea pak gak disetujuin program dan kegiatannya wkwkwk;['None']
;Sampai berakhirnya debat cagub DKI Jakarta saya suka dengan bahasa tubuh paslon dan Debat boleh panas dan partai pendukung boleh beda tp hubungan personal dan sosial tetap adem ayem;['None']
;Sandi uang nya dapat nemu dibantar gebang;['None']
;Saya bisa jawab asal sepeda nya tetap untuk sby Hambalang tol trans jawa pemabangkitt listrik tpa sampah bandung sumber air bandar lampung wah banyak masih ada proyek mangkrak yg merugikan negara hampir trilyun wah dikema;['None']
;Saya cuman nanya Bu knp skr lgi trending knp Bu Langsung d blokir hhhh memo sensi banget;['None']
;Saya ga mengerti dari sisi mana lucu Jelas dr dulu jokowi emg gitu Dodol dah;['None']
;seandainya pas msh sekolah gubernurnya udah ahok;['None']
;Sebenarnya g ikhlas kucing kucing comel jadi simbol group onoh;['None']
;Sebutkan anggota dpr dan mentri jago korupsi dijamin mu sby nanti ambil sepeda ontelnya;['None']
;Sekarang coklat haram loh min;['None']
;sekarang kriminalisasi ul m katanya;['None']
;Selamat buat warga DKI Bentar lg punya gubernur baru yang progja nya luar biasa dan yang penting santun;['None']
;Serba salah juga sih Min Kalo ga begini tar takut malah rusuh;['None']
;Sudah di tandatangani kalo salah kenapa mau tanda tangan Frihatin;['None']
;Susah emang wkwk terus pas di ss dikira goblok beneran gw bilang gw nge sarkas om dan balasan mereka sarkas kok bilang bilang;['None']
;Tarzan nya pakai sorban;['None']
;Timses itu beda dengan staff tolong di catet;['None']
;TNI AU aja sudah muak sama MEREKAH LOLz mampos D;['None']
;Tolol admin yang posting Lu pernah gak sih liat orang gali sumur di gali malah keluar air trus kasus lumpur lapindo yang di gali malah keluar lumpur versi bumi datar nggak se cetek otak lo min jadi jangan bawa kaum bumi datar untuk politik Kalo;['None']
;Twitter kan produk kafir Knp rizieq mau ngaca Katanya sih ga boleh pake produk kafir kenyataan dia sendiri make;['None']
;Udh bae dibuatin ke bus malah mau buat angkot lagi N_Target huuftttr;['sk']
;Ulama mah yg adem jgn tendensius gt a Nyebar hoax ntar kalo di lurusin kita dibilang melecehkan ulama Ah sudahlah ente yg paling bener deh pokoknya;['None']
;Wahai Kaum Muslim Ingat kepada Rukun Iman kan Humor Politik ini dia Racun Tampa Kalian Sadari Dia Mendoktrin Kalian Dengan Keburukan ISLAM Tentang Habib Rizieq FPI Itu Ormas Yang Sangat Berani Karna Ahok Sudah Sejas Bersalah Kaliam Umat Muslim Yang Men;['None']
;Wakaka anggap aja ane yg bego Itu bukan hoax itu joke Joke kan yg tempat duduk kendaraan kan Ah sudahlah;['None']
;Walisongo pun banyak yg keturunan tionghoa ada jg yg dr vietnam;['None']
;Wkakakakak pak pak konsisten dong jangan jangan sama istrinya juga ga pernah konsisten;['None']
;Wkwkwkw siap siap dipimpin the king of kata keberagaman ampe eneg gue dengernya;['None']
;Wkwkwkwkwk Dari postingan yg nt share jg mengandung politik kan min Di bayar berape lu;['None']
;ya ini mirip jg dgn pejabat dulu yg tak mau dikait kan dgn PKI;['None']
;ya itu trgantung kebijakan kepala daerah masing itu foto ahok kn jakarta;['None']
;ya semenjak habib novel bilang dr itali min udah min jgn d bahas terus ntar ente d boikot karna meme asalnya dr amrik hahahah;['None']
;yah namanya juga mau jadi gubernur apa aja juga dikata biar dikata mikir ga mikir;['None']
;Yakin dong kan yg penting seagama wuakakaka;['None']
;YAKIN DONG yg penting kita udah ngikutin perintah agama;['None']
;Yakin lh dipimpin gubernur islam;['None']
;Yang komen mungkin kuper liat tuh presiden papua nugini lebih lucu pakaian nya persis rok perempuan dan beberapa negara di afrika pakaian nya lebih ekstrim tapi gak dicemooh tuh ama rakyatnya;['None']
;Yg namanya ulama infotainment klo berhubungan dg infotainment pasti slalu tampil;['None']
;N_Target demen banget dibegoin trusss;['_8055_k4mvr3t']
;N_Target hahahaha sakit hati gara ditolak;['a2llysa']
;N_Target ya sudah lah Kita yang waras pulang yu Biarkan para cebongers kembali kehabitatnya;['a2llysa']
;N_Target Apa yg perlu saya ingat Saya lupa;['aktifis_mediasocial']
;N_Target Yang bilang kau takut siapa Kau pikir takut aku sama mu a Memang Lagian ngapain kau bawa bawa micin Kau pikir udah hebat kau itu Memang bilang juga;['aktifis_mediasocial']
;N_Target Gitu lah bilang dari tadi Kan kalau kek gini kan enak ngomong nya Nggak perlu emosi emosian tapi ngomong ngomong anak mana bang Dari cara bicaranya kayak nya sekampung kita ini;['aktifis_mediasocial']
;N_Target Kau lah yang pintar itu Banyak penelitian mu Dapat beasiswa kau Emosi aku ini Kau jangan mancing mancing Aku kalau udah emosi gak bisa kulihat telinga ku;['aktifis_mediasocial']
;N_Target hahaha bisa aja Abang ini melawaknya bahh Semua nya kita anak mamak bang Ya andai kata pun ada yg enggak paling paling itu anak mother;['aktifis_mediasocial']
;N_Target hahaha begitu nya rupanya bang Aku pun baru baru nya punya Instagram ini bang makanya heran kali aku lihat postingan instagram ini kurang tau sih aku komat bang;['aktifis_mediasocial']
;N_Target Kan lagi ngurusin jokowi topik kali ini doang negara kan banyak ada mentri dll urusin juga dong;['ana_nst_nst_nst']
;N_Target kan postan ini lagi bahas bapak jokowi gimanasih Berarti lagi ngurusin dia doong Ah emosi aja malu ni sama saya yg bocah;['ana_nst_nst_nst']
;N_Target oh gitu udh dipilih sah kan Ko kalo ada kurangnya dikomen terus kenapa ya kak;['ana_nst_nst_nst']
;N_Target tapi beliau juga orang kak Kasian dikomen netijen terus kudu sempurna terus;['ana_nst_nst_nst']
;N_Target assalamualaikum mas jika memang sudah di klarifikasi mohon etika berbicara nya di jaga Atau bisa DM saya Sampean orang mana mas;['andikaprastiyo82']
;N_Target disini untuk mengatakan Atau menggiring opini yang jelek ke PEMERINTAHAN siap Jika sampean Paham dengan Sistem Pemerintahan Sekarang Antum gak akan Berkata Demikian mas;['andikprastiyo82']
;N_Target jika antum bisa Santun sedikit dengan Orang alangkah baik nya tau lebih dulu untuk materi yang disampaikan nya jika memang itu sudah HOAX menurut ente Dan maaf jika antum Gk mengerti tentang Sistem Pemerintahan sekarang jangan baha;['andikprastiyo82']
;N_Target cebong kesindir;['andikprastiyo82']
;N_Target dan ini bukan akun bodong;['andikprastiyo82']
;N_Target Hhhmmm sepertinya Anak zaman now gagal paham beretika Kharakter Budaya Indonesia;['andikprastiyo82']
;N_Target pertanyaan ente udah ane jawab semua mas baca baik pertanyaan ane yg belom ente jawab;['andikprastiyo82']
;N_Target wess takut aku sama kau kek macan aja;['andikprastiyo82']
;N_Target udh bnyk kejadian masa dibilang hoax melek dong;['andra_wm']
;N_Target mak erot masih buka keknya;['antoonyet']
;N_Target coba buka N_Target uda ada klarifikasinya cuma kan blum minta maaf sama masyarakat intinya bhentiin aja tu acara sampe lupa acara bagus itu ga melulu modal hahahihi tapi yg berbobot dan mendidik;['arhiieharun', 'dahsyat']
;N_Target BEDA Islam lah agama yg paling lurus tiada sekutu bagi Allah yg Maha Pengasih lagi Penyayang dan Nabi Muhammad SAW itu utusanNya Nabi terakhir zaman;['arikamare']
;N_Target HWAHAHA NGAWUR Mana buktinya jika Isa Al masih anak Allah Coba terangkan di kitab injilmu yg sudah diacak kemurniannya;['arikamare']
;N_Target iya sih karena dua perbedaan kepercayaan di debat itu ujungnya tidak nyambung Karena islam dan Kristen itu beda kepercayaan walaupun sebenarnya tuhannya sama Jadi intinya agamamu ya agamamu agamaku agamaku Yg terpenting adalah menjadi warga;['arikamare']
;N_Target memang Allah tpi bukan agama kita sama nasrani ya nasrani islam ya islam Tak ada kesamaan;['arikamare']
;N_Target yesus anak tuhan Tuhan adalah bapak Di kitab alqur an saya allah swt maha agung maha pencipta langit dan bumi beserta isinya Berdiri sendiri dan tak beranak dan tdk pula di peranakan Ya klo pengen tahu coba pelajari di surat al baqarah ay;['arikamare']
;N_Target taktik licik oleh seroang yg licik Karena bencimu jadi logikamu ketutup bro Tabayun;['arroyah']
;N_Target itu presiden apa kontraktor sih kok proyek infrastruktur mulu yg di uber;['aru_osaka']
;N_Target baca kepsen om _;['assalam2402']
;N_Target ciri ciri orang males baca nih wkwkwk;['assalam2402']
;N_Target terus bukan Allah yg menciptakan mereka;['b']
;N_Target tuhan bapak itu allah;['b']
;N_Target yg bilang agama sama siapa tuhannya yg sama pfft;['b']
;N_Target jgn percaya cm gambar org gila gambar daftar nama kyai Di gabung pake PHOTOSHOP apa itu bisa di sebut berita Ini cm HOAX;['bambangarmyanto']
;N_Target iya mereka minoritas aja songong gmn mayoritas penduduknya;['budivalhoten']
;N_Target GW PENGEN TAHU SEBERAPA BESAR NYALI LOE DI DUNIA NYATA;['buriburiizaemon']
;N_Target hahahaha Enak nya ente mau di slesaiin di sosmed apa ketemuan;['buriburiizaemon']
;N_Target melawan lupa Kasus mantan PM thailand;['capcaisyin']
;N_Target Aaamiin Yaa Rabbal aalaamin;['cinta_nabidanhabaib']
;N_Target aamiin;['cinta_nabidanhabaib']
;N_Target boleh cek ig ato fb saya silahkan ato mau saya fotoin ktp dan identitas saya yg lainnya mau yg mana;['cucu_khoiri']
;N_Target di daerah saya pembangunan terasa tol sudah tahap demi tahap terlaksana tidak ada pencitraan;['cucu_khoiri']
;N_Target duh bos jangan terlalu nampak maaf bodohnya bos identitas lain selain KTP itu bisa SIM Akta Lahir KK dll gimana sih bos kok gitu aja gak tau n saya ini orangnya apa adanya bos kalo foto gak ahli masalah edit ampun deh itu ig;['cucu_khoiri']
;N_Target hehe anak gak pernah menghargai kinerja orang Dan gwe tetap apresiasi kinerja pakde Gwe mau dukung elu Apa yg mau di dukung coba Elu jga gak punya prestasi kan buat indonesia Gak usah sok fitanah Nyesel loh nnti hehehehe Kalo pakde p;['cucu_khoiri']
;N_Target insfrastruktur di bangun jga untuk mempermudah masyarakat Memprrmudah segalanya Berfikir cerdas napa Jangan pake sumbu pendeknya hehehe Gak usah munafik lah intinya semua butuh kerjaan semua butuh uang untuk kehidupan sehari Dari keb;['cucu_khoiri']
;N_Target kau tau apa soal membangun Saya ini lahir dan besar di papua Presiden dari dulu hingga sekarang yang benar membangun adalah Pak N_Target khususnya diwilayah papua Sperti jalan trans papua bandara dan pelabuhan dll karena akses dari dae;['cucu_khoiri', 'jokowi']
;N_Target lu percaya gak presiden bisa memperbaiki perekonomian Kalo lu gak percaya Dan percaya sama statmen sendiri sok lu pikir bagaimana cara membangun perekenomi negara Semuanya menggunakan strategi Gak asal jebret jebret Mangkanya per;['cucu_khoiri']
;N_Target saya pendukung jokowi teh Saya publikasikan Emang kenapa coba kalo dukung pakpres Beliau sudah maksimal dalam menjalani kinerjanya Pembangunan di mana Itu sebagai strategi untuk memperbaiki ekonomi negara;['cucu_khoiri']
;N_Target tidak di daerah saya tol Bocimi sedang berjalan prosesnya kalau tidak ada tol tersebut nantinya jalan yg selama ini ada akan mengerikan karena truk besar dan transportasi umum menyatu bulan ramadhan tahun kemarin ada ibu ibu maaf meni;['cucu_khoiri']
;N_Target tausyah aa bong baca tuh kalau ada yg gk kalian ngerti silahkan tanya ke yg bersangkutan tapi apa cebong bisa mikir yaa;['dewipriyanti2424']
;N_Target kerjaan ga jelas ga ada manfaatby lebih banyak mudorotny bikin jln dpapua kaljma tan toh dsana ga macet;['dide_hijaudaun']
;N_Target N_Target N_Target N_Target mohon selidiki akun N_Target;['divisihumaspolri', 'bssn_ri', 'cybercrime', 'polresbogor', 'muslimalqassam']
;N_Target jokowi presiden presiden adalah kepala negara dipilih sah oleh penduduk indonesia indonesia punya ratusan juta penduduk nah untuk isu negara yg sedang d ambang kehancuran dr segi ekonomi dan politik siapakah yg harus d bahas dan berperan s;['dvikaaaaa']
;N_Target mba mohon maaf semua orang itu tidak luput dari kesalahan Kita yg harus mengingatkan pak jokowi adalah pemimpin negara ini Dia wajib tau permasalahan apa yg menimpa negara ini Benar ini mengkritik pak jokowi tp mengkritik untuk mempengaruh;['dvikaaaaa']
;N_Target benar Gub Anies sedang memeriksa kasus korupsi di pemprov DKI dg mmbentuk KPK lokal Dan mrk yg pernh korupsi pasti sekarang sedang mncari cara utk menyelamatkn diri dn uang hsl korupsinya Salah satu cara adl METODE PENCUCIAN UANG;['edwardsyah58']
;N_Target iyah masalah buatlo;['erdy_susandi']
;N_Target santai aja brooo memang ada masalah buat looo justru mengangan angankan peminpin yang jujur dan baik ituu wajar sbb sudah kebnyakan yang cuma ngomong doang dan penipu;['erdy_susandi']
;N_Target Amin Kalau gubenurnya pro wong kaya Imannya tipis bisa bisa di sambangi KPK Semoga pak Anis dan pak Sandi selalu dibimbing Allah SWT;['faiyarma']
;N_Target semua sudh jelas ya;['faridahhasan_']
;N_Target sy jg dah lm ga nonton acara sprt ituu ga ada faedahnya ku rasa;['faridahhasan_']
;N_Target semoga dapat hidayah yah antum;['febriantidanty']
;N_Target agama islam tida melarang berpolitik cebong;['febriyan97']
;N_Target maunyaaa digoyaaannnggg;['hanna_heroe']
;N_Target jng di pikir anda aman sdah mncela ulama kami Ingat dng bantuan Allah swt yg maha tau sgalanya anda akn kami ketemuksn mski anda lari keubang semut pun;['hartoyomdn']
;N_Target rajin rajin lah ke psikiater ada gangguan kejiwaan tuh;['hartoyomdn']
;N_Target mas bro rakyat yg memilih presiden lantas knpa rakyat tidak bisa pecat presiden;['heriansyah2233']
;N_Target jgn membawa nama seorang ibu Saya rasa anda mengerti;['heriyadi_rie']
;N_Target dwonload di play store sama kaya fb dah;['hermansyah0313']
;N_Target udah banyak ko yang pake;['hermansyah0313']
;N_Target lah udah lihat post mimin yg bru belon cek dah;['hotpop3102526112016']
;N_Target maunya gimana;['hotpop3102526112016']
;N_Target enakkk tohhh;['hundred_names_']
;N_Target memang betul adaa ktp di buat oleh pihak aseng dari tangan kotor rezim hehe;['iam_budi']
;N_Target saya pernah melihat pendatang dari nergeri tiongkok punya ktp dan sim indonesia dan mereka kerja ditambang batu bara bro;['iam_budi']
;N_Target habis kita semua klu mrka mayorits semakin sehari semkan jadi kita direndah kan knpa ya umat islam juga msh blm bisa besatu padahal sdah bnyak korban yg mati dinegara lain;['ibunk_gondronk']
;N_Target s bngt orang islam skrng dijadi kan makanan ole mrka;['ibunk_gondronk']
;N_Target pasti gk dikasih kendor dong hehehw;['indie_fdha']
;N_Target justru yg menyiapkan mengusung gatot TGB adalah prabowo setujunya loe sama aja sepihak sama prabowo biasanya yg kek gini;['indranazar_999']
;N_Target kaya baru liat orang yg pura lugu aja Atau mungkin kalian termasuk orang yg pura lugu juga Sama kya sperti pimpinan anda;['izulhqq']
;N_Target infrastruktur yg mana jalan tol bertarif kok bangga lagian yg pakai tol sdh pasti org mampu lha katanya pro rakyat kecil mana;['jek284']
;N_Target kinerja dgn hutang yg meroket rakyat juga yg dibebankan dgn menaikan harga kebutuhan pokok Mngkin seperti kita masih mampu membeli y tapi bagaimana dgn rakyat yg hidup menengah kebawah Kita hrs juga pikirin mereka dengan memilih pemimpin yg;['jek284']
;N_Target percaya gk percaya harus percaya suka gk suka harus suka mau gk mau yaa harus mau namanya jg kekuasaan tertinggi di pegang Presiden org nmr satu ini fakta loh klo hrga kebutuhan hidup naik khususnya buat pulau jawa lpg listrik b;['jek284']
;N_Target untuk mempermudah impor termasuk impor tenaga kerja dr luar;['jek284']
;N_Target najissss;['jendral']
;N_Target suka gw dong Maaf maaf maaf cebongers dilarang masuk;['jendral']
;N_Target astagfirulloh maksud saya itu mereka juga mengangap allah sebagai tuhan mereka tetapi mereka salah mengartikan yesus sebagai anak allah udah jgn didebat lagi ya saya memang kurang banyak mengetahui agama tp saya anggap allah tuhan kita;['jundu1135']
;N_Target maaf nih gua cm mau bilang klo tuhan mereka juga allah terlepas adanya tuhan yesus juga jd semuanya itu bertuhan kepada allah swt Jgn cela agamanya tapi cela orang yg menggunakan agama tersebut untuk kepentingan dirinya sendiri sekian t;['jundu1135']
;N_Target dia mentri Dan cek aja hasil kinerja nya Dari pda tidak sama skali Dr mna kita bsa mnilai nya;['kokopasi']
;N_Target Niat utk jatuhin pak anis sandi smga Allah melindungi beliau dr org yg berniat jhat zolim;['layla_as2008']
;N_Target uda ada niat ga bgus kyknya niih;['layla_as2008']
;N_Target tolong donk postingan ini diangkat ke akun ente min;['mahadewi161']
;N_Target iyaa ukhti Betul hehehe;['maharaniparahyangan']
;N_Target klo baca dari penjelasannya itu bukan SINGKATAN jadi ga ada kepanjangannya itu kayak KATA artinya celah menurutku sih gitu;['maharaniparahyangan']
;N_Target gini saya maunya usut dulu kevalidan foto di atas biar gak asal njeplak Ngapain ngusut kamu;['matnoorjaelani']
;N_Target jgn heran akhy demi fullus sgl cara di halalkan sm rezim dobol ini;['muslimalqassam']
;N_Target ADMIN KUPER ATAU GAPTEK YA KAN ITU PERNAH DI POST AMA AKUN MCA DAN UDAH DIKLARIFIKASI KALO KASIH FOTO JGN SATU AGAR TDK MENGGIRING OPINI RAKYAT MENJADI JELEK KPDA PK JKW DISAMPING SULTAN ITU KAN ADA PANGLIMA TNI DAN LAGIAN FOTO SAMA PRES;['muslimalqassam']
;N_Target akhy ana no satu org yg g suka sm kebijakan jokowi dgn sgl cara mrk membanned fb ana tp ana kgk nyerah untk menyuarakan kebenaran allahu akbar;['muslimalqassam']
;N_Target apa nggak malu kamu pake nama muslim tapi kamu memprovokasi orang mengajak orang lain membenci MANFAATNYA APA UNTUK ORANG LAIN Lebih baik menyebarkan berita yang bermanfaat;['muslimalqassam']
;N_Target asalamu alaikum sodaraqu saya mohon ma af tadi sebelum membaca seluruhnya saya sempat su uzon kepada saya pikir tadi mimin berjata ke si Pelanggan yang disangka pencuri sekali lagi saya mohon ma af;['muslimalqassam']
;N_Target eh cebong teriak cebong okey deh bong;['muslimalqassam']
;N_Target gregetan sama rezim sekarang m rasanya mau ane pites kyk kutu hanya rakyat yg berfikir sosok siapa yg sangat ambisisus menguasai negara ini;['muslimalqassam']
;N_Target JANGAN SAMPAI MEMBUAT ORANG MNJADI BERFIKIR TRNYATA YG ADU DOMBA ITU ORANG ISLAM JANGAN SAMPAI;['muslimalqassam']
;N_Target jika kalian ingin sekolah di bakar dan anak dibawah umur dicabuli Maka pilihlah pasangan yg diusung oleh partai yg berseberangan dengan PDIP;['muslimalqassam']
;N_Target kalaupun semoga beliau mendapat syafaat dari Rasul atas ijin Allah dah gt aja;['muslimalqassam']
